KEY,addedDate,reviewDate,realName,verifiedPurchase,totalVotes,helpfulVotes,fullRating,rating,title,customerID,customerName,reviewID,itemID
1864,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"Unabashed greed","","",RAUSUUUNTI0NQ,B00NG7JVSQ
1865,"2016/06/30 00:43:30",2015/03/04,N/A,false,-1,0,5,1,"This product misleads the average customer using Turbo Taxs Deluxe in the past.","","",R2ABMKH42HG1S0,B00NG7JVSQ
1866,"2016/06/30 00:43:30",2015/01/04,N/A,false,-1,0,5,1,"Bait and Switch Alert! Don't Buy Turbo Tax! Slimy tactics!","","",R2ZZDF39QRCR5Q,B00NG7JVSQ
1867,"2016/06/30 00:43:30",2015/02/15,N/A,false,-1,0,5,2,"I'm making the switch after 15 yrs of TurboTax","","",R1NTR5HONDZ1FO,B00NG7JVSQ
1868,"2016/06/30 00:43:30",2015/01/18,N/A,false,-1,0,5,1,"I do like the interface to Turbo Tax better but done with ...","","",R28H0R5H5R31D2,B00NG7JVSQ
1869,"2016/06/30 00:43:30",2015/01/24,N/A,false,-1,0,5,1,"One Star","","",RN8T0ERXVJF9X,B00NG7JVSQ
1870,"2016/06/30 00:43:30",2015/03/12,N/A,false,-1,0,5,1,"Good bye Turbo Tax","","",R2S0J129W2QUOQ,B00NG7JVSQ
1871,"2016/06/30 00:43:30",2015/01/25,N/A,false,-1,0,5,1,"This is a negative review of Turbo Tax 2014","","",RSHDYBKNSPR6V,B00NG7JVSQ
1872,"2016/06/30 00:43:30",2015/01/30,N/A,false,-1,0,5,1,"Intuit lost me as a customer for good. H&R Block was cheaper and just as easy ...","","",R23AKCPQMG9Y2M,B00NG7JVSQ
1873,"2016/06/30 00:43:30",2015/02/05,N/A,false,-1,0,5,1,"Changes coming","","",R1LX5DWH68SY4M,B00NG7JVSQ
1874,"2016/06/30 00:43:30",2015/02/01,N/A,false,-1,0,5,1,"I too am disappointed with the loss of the schedule C","","",RR44DU4NHG0PN,B00NG7JVSQ
1875,"2016/06/30 00:43:30",2015/02/18,N/A,true,-1,0,5,1,"I have grown to hate Intuit Quicken","","",R169V9W0TT1SWB,B00NG7JVSQ
1876,"2016/06/30 00:43:30",2014/12/07,N/A,false,-1,0,5,1,"Bring Back Schedule D!","","",R24YA14KEURVW2,B00NG7JVSQ
1877,"2016/06/30 00:43:30",2014/11/25,N/A,true,-1,0,5,1,"Why Intuit has stubbed their toe big time on the removed functionality and what to do about it","","",R1JSXLQEN5X2YN,B00NG7JVSQ
1878,"2016/06/30 00:43:30",2015/01/07,N/A,false,-1,0,5,1,Appalling!,"","",RP535EI9G0GSX,B00NG7JVSQ
1879,"2016/06/30 00:43:30",2015/02/02,N/A,true,-1,0,5,1,"Says it includes state filling however they charge 20$ to ...","","",RQPJRJ1KT99C5,B00NG7JVSQ
1880,"2016/06/30 00:43:30",2015/01/24,N/A,true,-1,0,5,1,"now if we want to change to higher priced software for which we thought we were getting to start with is a very bad business mov","","",RKMWQ7FE6WCZV,B00NG7JVSQ
1881,"2016/06/30 00:43:30",2015/01/04,N/A,false,-1,0,5,1,"Moving on","","",R38GLRRM1HOM1L,B00NG7JVSQ
1882,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"How to Show Long-Time Customers That You Appreciate Their Loyalty. Not!","","",RLTNLN0TQB6VV,B00NG7JVSQ
1883,"2016/06/30 00:43:30",2015/01/04,N/A,false,-1,0,5,1,"after almost 20 years as a user good bye! Hello H&R","","",R3DBAIJNCYL7KT,B00NG7JVSQ
1884,"2016/06/30 00:43:30",2015/01/19,N/A,false,-1,0,5,1,"Bye bye Turbo","","",RRY40S8201Z9C,B00NG7JVSQ
1885,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,Ripoff,"","",R2BV05ZJ6WFVL7,B00NG7JVSQ
1886,"2016/06/30 00:43:30",2015/01/10,N/A,false,-1,0,5,1,"This version is worthless.","","",R2MYV5F4Z3O94V,B00NG7JVSQ
1887,"2016/06/30 00:43:30",2015/01/23,N/A,false,-1,0,5,1,"like in years past","","",R3IL24F9KT631S,B00NG7JVSQ
1888,"2016/06/30 00:43:30",2015/01/13,N/A,false,-1,0,5,1,"One Star","","",R7MRPX01ALJXF,B00NG7JVSQ
1889,"2016/06/30 00:43:30",2015/07/15,N/A,true,-1,0,5,2,"... to extend our return this year and was so disappointed to find I have to spend $40 to upgrade ...","","",R3G3QPBZ6CZXKO,B00NG7JVSQ
1890,"2016/06/30 00:43:30",2015/02/23,N/A,false,-1,0,5,1,"Irritated with Electronic Transfer Fees","","",RSI00PM35BYIP,B00NG7JVSQ
1891,"2016/06/30 00:43:30",2015/01/08,N/A,false,-1,0,5,1,"How nice of Intuit to eliminate schedule C and D etc ...","","",R2RS5Y3ZPGHHNT,B00NG7JVSQ
1892,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"What a horrible product. I've used TT for years and half ...","","",R3A912INUPNES0,B00NG7JVSQ
1893,"2016/06/30 00:43:30",2015/01/25,N/A,false,-1,0,5,1,"but it still is terrible. I had trouble downloading and was connected to ...","","",RHPX08SM8KR1E,B00NG7JVSQ
1894,"2016/06/30 00:43:30",2015/02/17,N/A,true,-1,0,5,2,"Clearly gone downhill from previous years.","","",R1I5RUTT8LLRCL,B00NG7JVSQ
1895,"2016/06/30 00:43:30",2015/02/01,N/A,false,-1,0,5,1,"Stop buying TurboTax","","",RFS4PHEAASS3W,B00NG7JVSQ
1896,"2016/06/30 00:43:30",2015/03/28,N/A,false,-1,0,5,1,"Stinks!! ~ I needed to download the upgrade ...","","",R32S8W34YL9QZ0,B00NG7JVSQ
1897,"2016/06/30 00:43:30",2015/01/08,N/A,false,-1,0,5,1,"Fortunately, there are several well-reviewed alternatives in the marketplace","","",R21W1OEZ5UZ61L,B00NG7JVSQ
1898,"2016/06/30 00:43:30",2015/01/26,N/A,true,-1,0,5,1,"One Star","","",R3CIJB9O73WEZZ,B00NG7JVSQ
1899,"2016/06/30 00:43:30",2015/02/26,N/A,false,-1,0,5,1,"If I could rate this on a negative scale, I'd choose minus 5 stars!","","",RDYQCVMFUEQ50,B00NG7JVSQ
1900,"2016/06/30 00:43:30",2015/03/24,N/A,true,-1,0,5,1,"""Deductions"" Do Not Mean Deductions","","",R1ZXQL1GG2IM0Q,B00NG7JVSQ
1901,"2016/06/30 00:43:30",2015/01/08,N/A,false,-1,0,5,1,"What a Bunch of Bone Heads!","","",R2L4PHKZ5AEJYK,B00NG7JVSQ
1902,"2016/06/30 00:43:30",2014/12/11,N/A,false,-1,0,5,1,"Why do something this wrong with a solid product?","","",R35E511CGBTDCB,B00NG7JVSQ
1903,"2016/06/30 00:43:30",2015/04/13,N/A,false,-1,0,5,1,"I expected more from Turbo Tax","","",R38FJM3KWCQ7XQ,B00NG7JVSQ
1904,"2016/06/30 00:43:30",2015/01/29,N/A,false,-1,0,5,2,"Free H&R Block for Prior TurboTax users","","",R10HCTYMVDYTPD,B00NG7JVSQ
1905,"2016/06/30 00:43:30",2015/01/30,N/A,true,-1,0,5,1,"Never using TurboTax again!","","",R2H61EKUQJC6ZO,B00NG7JVSQ
1906,"2016/06/30 00:43:30",2015/04/11,N/A,false,-1,0,5,1,"Important issues","","",R8KNNPMU5BT89,B00NG7JVSQ
1907,"2016/06/30 00:43:30",2015/02/15,N/A,true,-1,0,5,1,"Deluxe a disaster product for the first time! Company ...","","",RVNXP1GQUMV66,B00NG7JVSQ
1908,"2016/06/30 00:43:30",2015/01/07,N/A,false,-1,0,5,1,"For the past 20+ years I have used the Deluxe ...","","",RXL1C8CCPF262,B00NG7JVSQ
1909,"2016/06/30 00:43:30",2015/01/07,N/A,false,-1,0,5,1,"It is a pity how greedy management can destroy a good product.","","",R1GQGBTHPX6SCF,B00NG7JVSQ
1910,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"I have used TT for many years. But this ...","","",R3OHL15O3YY86J,B00NG7JVSQ
1911,"2016/06/30 00:43:30",2014/12/26,N/A,false,-1,0,5,1,"Pretty sure they calculated that with the customers they lost ...","","",R1L2O353I75A0J,B00NG7JVSQ
1912,"2016/06/30 00:43:30",2015/01/11,N/A,false,-1,0,5,1,"Missing Required Forms Schedule W","","",RSK3WPPKFYIUN,B00NG7JVSQ
1913,"2016/06/30 00:43:30",2015/01/08,N/A,false,-1,0,5,1,"Disgruntled with missing Schedule D","","",R5SVDVO889KS1,B00NG7JVSQ
1914,"2016/06/30 00:43:30",2015/01/04,N/A,false,-1,0,5,1,"bye bye turbotax","","",R3TDTPST34GHVJ,B00NG7JVSQ
1915,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"I won't support a company that behaves like this","","",R127LBJT76ZSH9,B00NG7JVSQ
1916,"2016/06/30 00:43:30",2015/01/02,N/A,false,-1,0,5,1,"Time to move on to another tax program","","",R3C9C39L5MFSLV,B00NG7JVSQ
1917,"2016/06/30 00:43:30",2015/01/13,N/A,false,-1,0,5,1,"Price. Gouging XD","","",R37WQRWIMCIWLQ,B00NG7JVSQ
1918,"2016/06/30 00:43:30",2015/02/22,N/A,false,-1,0,5,1,"but it is not looking like that will be necessary and should I need to ...","","",R2ZTX14HDI752F,B00NG7JVSQ
1919,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"Been using TT Deluxe since upgraded from a Macintosh PC ...","","",R5KLUEA3IMAIM,B00NG7JVSQ
1920,"2016/06/30 00:43:30",2015/02/11,N/A,false,-1,0,5,1,"Worst Product Year Ever- Time to change from Turbo Tax","","",RJ477XJE3USNV,B00NG7JVSQ
1921,"2016/06/30 00:43:30",2015/02/23,N/A,false,-1,0,5,1,"Thanks to the CEO notifying the IRS that it shouldwatch out for fraud by folks using his product","","",R36TGYFORZX90X,B00NG7JVSQ
1922,"2016/06/30 00:43:30",2015/01/14,N/A,false,-1,0,5,1,"Four stars to one point fives star in one year. I hope it was worth it, Intuit...","","",R25IUR6P8B36IP,B00NG7JVSQ
1923,"2016/06/30 00:43:30",2015/02/13,N/A,false,-1,0,5,1,"Better read the fine print!","","",RL9UG87OCHT4A,B00NG7JVSQ
1924,"2016/06/30 00:43:30",2015/01/12,N/A,false,-1,0,5,1,"Made the mistake of buying and installing before finding out ...","","",R2YEE7PGBC3ZHR,B00NG7JVSQ
1925,"2016/06/30 00:43:30",2015/02/11,N/A,false,-1,0,5,1,"No more 1 free state e-file!","","",R2XMOWNCGJNQE3,B00NG7JVSQ
1926,"2016/06/30 00:43:30",2015/01/10,N/A,false,-1,0,5,1,"Bait and switch by Intuit = finding a cheaper and better alternative to TurboTax!","","",RV4IZQJE55BZ6,B00NG7JVSQ
1927,"2016/06/30 00:43:30",2015/01/08,N/A,false,-1,0,5,1,"I have used Turbo Tax every year since 1992, ...","","",R2H6O7EV95O6H7,B00NG7JVSQ
1928,"2016/06/30 00:43:30",2015/02/13,N/A,false,-1,0,5,1,"Turbo Tax.. the biggest scam I've ever encountered ...","","",R396RWG0AB8HSH,B00NG7JVSQ
1929,"2016/06/30 00:43:30",2015/01/23,N/A,false,-1,0,5,1,"Let me join the chorus of those complaining about TurboTax ...","","",R19EF4MYB87NPI,B00NG7JVSQ
1930,"2016/06/30 00:43:30",2015/03/13,N/A,true,-1,0,5,2,"poor customer consideration","","",REQ3SHXMKBDPW,B00NG7JVSQ
1931,"2016/06/30 00:43:30",2015/01/12,N/A,false,-1,0,5,1,"It is wrong to down-size a product and justify it through some lame explanation like turbo tax did","","",R2DG8YO9TQ4U2,B00NG7JVSQ
1932,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"TurboTax Takes a Step Backwards","","",R3TKJS59029Y7D,B00NG7JVSQ
1933,"2016/06/30 00:43:30",2015/01/18,N/A,false,-1,0,5,1,"This is a perfect example of how corporationS just bleed you dry","","",R36RNLDG0JSU4Z,B00NG7JVSQ
1934,"2016/06/30 00:43:30",2015/01/04,N/A,false,-1,0,5,1,"One Star","","",R169XIV1RO4OSW,B00NG7JVSQ
1935,"2016/06/30 00:43:30",2015/01/09,N/A,true,-1,0,5,1,"Not being able to e-file the return because of a Schedule D or simple Schedule C makes the deluxe version a waste of money","","",R16BBRTDCKPMUB,B00NG7JVSQ
1936,"2016/06/30 00:43:30",2015/01/13,N/A,false,-1,0,5,1,"One Star","","",R1Q1M1FC8MCCAL,B00NG7JVSQ
1937,"2016/06/30 00:43:30",2015/01/24,N/A,false,-1,0,5,1,"Too bad I can't give TurboTax zero stars","","",R1QZBNXT2IMAC4,B00NG7JVSQ
1938,"2016/06/30 00:43:30",2015/01/30,N/A,true,-1,0,5,2,"What's with the state filing fee problems??","","",R283C19OYVVVE4,B00NG7JVSQ
1939,"2016/06/30 00:43:30",2015/02/16,N/A,false,-1,0,5,1,"Disappointing Company","","",R3SJ3DX1LCBPQU,B00NG7JVSQ
1940,"2016/06/30 00:43:30",2015/04/12,N/A,false,-1,0,5,1,"Avoid At All Cost","","",R2CFC8AGX6C1XE,B00NG7JVSQ
1941,"2016/06/30 00:43:30",2015/03/09,N/A,false,-1,0,5,1,"We dove into our taxes and ran into the missing sched D problem like millions of others","","",RON2Z6TRE6STX,B00NG7JVSQ
1942,"2016/06/30 00:43:30",2015/01/12,N/A,false,-1,0,5,1,"tu4rbo tax does not make their address readilly available for ...","","",RX228CG4YBBDV,B00NG7JVSQ
1943,"2016/06/30 00:43:30",2015/03/23,N/A,false,-1,0,5,1,"Rebate or Upgrade Only Applies to 2013 Customers","","",R2LHMJRFUSZZ8Z,B00NG7JVSQ
1944,"2016/06/30 00:43:30",2015/01/11,N/A,false,-1,0,5,1,"Switched to H&R Block Tax Software","","",R12PMB0563EC7K,B00NG7JVSQ
1945,"2016/06/30 00:43:30",2015/01/11,N/A,false,-1,0,5,1,"Glad I did","","",R29LV6YRTGK8LV,B00NG7JVSQ
1946,"2016/06/30 00:43:30",2014/12/11,N/A,false,-1,0,5,1,"Be very careful of Intuit going forward.","","",R2ML9VRX5SIUP0,B00NG7JVSQ
1947,"2016/06/30 00:43:30",2015/01/10,N/A,false,-1,0,5,1,"Yet another paying TurboTax customer moving on...","","",RZ1P1U5N59NQY,B00NG7JVSQ
1948,"2016/06/30 00:43:30",2015/04/15,N/A,false,-1,0,5,1,"Worst Experience Ever","","",R2KL7CIUP4RM9Q,B00NG7JVSQ
1949,"2016/06/30 00:43:30",2015/04/14,N/A,false,-1,0,5,1,"Turbo Tax Has Gone to the Dark Side--Try H&R Block","","",R3J069XFNZZGCI,B00NG7JVSQ
1950,"2016/06/30 00:43:30",2015/03/28,N/A,true,-1,0,5,1,"Goodbye TurboTax","","",R2TKCR6W9KLGLT,B00NG7JVSQ
1951,"2016/06/30 00:43:30",2015/01/13,N/A,false,-1,0,5,1,SwitchtoBlock,"","",R23P5PQM0D3BT7,B00NG7JVSQ
1952,"2016/06/30 00:43:30",2015/01/25,N/A,false,-1,0,5,2,"I purchased TT Deluxe version which no longer includes Schedule ...","","",R1QDOB9F9OZ7P7,B00NG7JVSQ
1953,"2016/06/30 00:43:30",2015/01/10,N/A,false,-1,0,5,1,"Fool me once, shame on you. Fool me twice...","","",R3AJBGVC4V0J6Z,B00NG7JVSQ
1954,"2016/06/30 00:43:30",2015/01/14,N/A,false,-1,0,5,1,"One Star","","",R1EP05SG160ARK,B00NG7JVSQ
1955,"2016/06/30 00:43:30",2015/01/24,N/A,false,-1,0,5,1,"Shame on you Intuit","","",R2YLXR9QO97R3U,B00NG7JVSQ
1956,"2016/06/30 00:43:30",2015/02/11,N/A,false,-1,0,5,1,"DO NOT BUY TURBOTAX DELUXE","","",R121KLLO8EVJKX,B00NG7JVSQ
1957,"2016/06/30 00:43:30",2015/01/08,N/A,false,-1,0,5,1,"Ouch! The customer is gouged by Turbo Tax / Intuit","","",R2YMIM9KBXMX5J,B00NG7JVSQ
1958,"2016/06/30 00:43:30",2015/02/16,N/A,true,-1,0,5,1,"OK I am another one that is very disappointed in Turbo Tax","","",RT5FJ68CUFOT3,B00NG7JVSQ
1959,"2016/06/30 00:43:30",2015/03/04,N/A,false,-1,0,5,1,"Poor customer service","","",R39U3CK4JGEPZ8,B00NG7JVSQ
1960,"2016/06/30 00:43:30",2015/02/26,N/A,false,-1,0,5,2,"The only reason it didn't get one star is because the program works.","","",RN1WHEOS8WVE1,B00NG7JVSQ
1961,"2016/06/30 00:43:30",2015/01/12,N/A,false,-1,0,5,1,"No Snow Leopard support for 2014.","","",R3FOK4GJRSGDL4,B00NG7JVSQ
1962,"2016/06/30 00:43:30",2015/01/11,N/A,false,-1,0,5,1,"Turbo Tax Deluxe is Terrible. It is the Basic version @ Deluxe pricing.","","",R216KPEYLLY77B,B00NG7JVSQ
1963,"2016/06/30 00:43:30",2015/04/09,N/A,true,-1,0,5,1,"Time to switch to someone else.","","",R3UHJI6V0XQ988,B00NG7JVSQ
1964,"2016/06/30 00:43:30",2015/01/29,N/A,false,-1,0,5,1,"No Schedule C in Deluxe version - Returning for refund and will never use Intuit products again.","","",R1O1F69VQTJ16C,B00NG7JVSQ
1965,"2016/06/30 00:43:30",2015/02/23,N/A,true,-1,0,5,1,"2013 On-line Users Still Hit with the Upgrade Costs","","",R1Q195DDNL66KV,B00NG7JVSQ
1966,"2016/06/30 00:43:30",2015/01/24,N/A,false,-1,0,5,1,"I need a Schedule E and Deluxe version no longer ...","","",R12E6XHDT5YZJI,B00NG7JVSQ
1967,"2016/06/30 00:43:30",2015/02/11,N/A,false,-1,0,5,2,"Disappointing year for Turbo Tax","","",R13C7KW22S0Q4P,B00NG7JVSQ
1968,"2016/06/30 00:43:30",2015/04/13,N/A,false,-1,0,5,1,"Nothing better than buying a ""deluxe"" version that charges you extra ...","","",R3B9B49FQMVYYU,B00NG7JVSQ
1969,"2016/06/30 00:43:30",2015/01/10,N/A,false,-1,0,5,1,"I am glad I read the reviews here before purchasing","","",R383D8JFSVW25E,B00NG7JVSQ
1970,"2016/06/30 00:43:30",2015/04/12,N/A,true,-1,0,5,1,"Enjoy it Intuit","","",RDGAB76O9O00K,B00NG7JVSQ
1971,"2016/06/30 00:43:30",2015/01/08,N/A,false,-1,0,5,1,"So frustrated and disappointed with Turbo Tax Deluxe in removing some of the Scheduled Forms forcing customers to buy upgrade","","",R3NKTT69QQMU8Z,B00NG7JVSQ
1972,"2016/06/30 00:43:30",2015/02/12,N/A,false,-1,0,5,1,"Get Serious Intuit.....","","",R1AAD0OBPTE5Y3,B00NG7JVSQ
1973,"2016/06/30 00:43:30",2015/02/13,N/A,false,-1,0,5,1,"Turbo Tax, Shame On You","","",R2KVVZJNR964FE,B00NG7JVSQ
1974,"2016/06/30 00:43:30",2015/01/08,N/A,false,-1,0,5,1,"Buyer Beware This May Be An Expensive Purchase.","","",R3LGXBBU5PB8LO,B00NG7JVSQ
1975,"2016/06/30 00:43:30",2015/02/02,N/A,true,-1,0,5,2,"Beware--doesn't do what it used to.","","",R3PF62M3PYADO4,B00NG7JVSQ
1976,"2016/06/30 00:43:30",2015/02/15,N/A,true,-1,0,5,1,"Fire the CEO","","",R82W97O2S635L,B00NG7JVSQ
1977,"2016/06/30 00:43:30",2015/02/23,N/A,false,-1,0,5,1,"Intuit is driving customers away","","",R2N1377SLFQPGP,B00NG7JVSQ
1978,"2016/06/30 00:43:30",2015/01/10,N/A,false,-1,0,5,1,"Very Disappointed in the changes this year","","",R3UWJW50YIIXWX,B00NG7JVSQ
1979,"2016/06/30 00:43:30",2014/12/28,N/A,false,-1,0,5,1,"Intuit TurboTax Deluxe Pre-review","","",R1DHQZG8UCXIRD,B00NG7JVSQ
1980,"2016/06/30 00:43:30",2015/02/14,N/A,false,-1,0,5,1,"From Really Good to Disaster - No More Chances","","",R3RXRBDHA8NOWD,B00NG7JVSQ
1981,"2016/06/30 00:43:30",2015/01/25,N/A,false,-1,0,5,2,"Last year I did my taxes with TurboTax like I have for the last 10 years","","",R2JJJFGFM2OBFA,B00NG7JVSQ
1982,"2016/06/30 00:43:30",2015/02/10,N/A,false,-1,0,5,1,"Sorry but the Deluxe is STILL NOT Fixed. No ...","","",R3BLY24EPUXZ5X,B00NG7JVSQ
1983,"2016/06/30 00:43:30",2015/02/12,N/A,false,-1,0,5,1,"Turbotax Glitch","","",R1215PZ0RBRJ2F,B00NG7JVSQ
1984,"2016/06/30 00:43:30",2015/03/23,N/A,true,-1,0,5,1,"As others have already mentioned, there's no Schedule C ...","","",R209YOKKE79F0V,B00NG7JVSQ
1985,"2016/06/30 00:43:30",2015/02/14,N/A,false,-1,0,5,1,"The first is Fidelity will again support TaxCut and second it is far less money and I don't have to deal with a company like Int","","",R3TXJL4E0KCZKU,B00NG7JVSQ
1986,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"Time to drop TurboTax","","",R2RZFO9ZJ7MMRF,B00NG7JVSQ
1987,"2016/06/30 00:43:30",2015/04/08,N/A,false,-1,0,5,1,"New Fees Added","","",R3RXRI08IOMUTI,B00NG7JVSQ
1988,"2016/06/30 00:43:30",2014/12/27,N/A,false,-1,0,5,1,"Very disappointed to see Intuit forcing loyal customers to spend extra ...","","",R1EGV8APJ6RST,B00NG7JVSQ
1989,"2016/06/30 00:43:30",2015/01/04,N/A,false,-1,0,5,1,"Yet another long-time Turbo Tax customer switching to...","","",R2Q1WULMOLUUAQ,B00NG7JVSQ
1990,"2016/06/30 00:43:30",2015/01/13,N/A,false,-1,0,5,1,"I used to use TurboTax every year; but no ...","","",R254D1911DV5F2,B00NG7JVSQ
1991,"2016/06/30 00:43:30",2015/01/06,N/A,true,-1,0,5,3,"Not at all happy with the new variants of TurboTax","","",R1E63FRP030NIA,B00NG7JVSQ
1992,"2016/06/30 00:43:30",2015/04/13,N/A,false,-1,0,5,1,"Time to move to H R Block","","",R3PSJZ1QD1YBF0,B00NG7JVSQ
1993,"2016/06/30 00:43:30",2015/02/17,N/A,true,-1,0,5,2,"there are much better deals elswhere","","",RB0RDJBLRM9FG,B00NG7JVSQ
1994,"2016/06/30 00:43:30",2015/04/10,N/A,true,-1,0,5,1,"Terrible bait and switch with premier","","",R19MCN66DY6YNI,B00NG7JVSQ
1995,"2016/06/30 00:43:30",2015/01/04,N/A,false,-1,0,5,1,"Switching to H&R Block","","",R7BLUENR1LKWC,B00NG7JVSQ
1996,"2016/06/30 00:43:30",2015/02/22,N/A,false,-1,0,5,1,"Intuit is over-complicating in attempt to increase revenue","","",R2B75C5DXY2920,B00NG7JVSQ
1997,"2016/06/30 00:43:30",2015/04/10,N/A,false,-1,0,5,1,"Missing Setup Files and Missing Tax Return 2014","","",R3V7TLS4ULTO1N,B00NG7JVSQ
1998,"2016/06/30 00:43:30",2015/01/13,N/A,false,-1,0,5,1,"It has been a fine product at a reasonable price until the 2014 version","","",R3OP4YF1LGH1Y4,B00NG7JVSQ
1999,"2016/06/30 00:43:30",2015/01/10,N/A,true,-1,0,5,1,"Next year I will know better and read the details of H&R Block's tax S/W ...","","",R1AF2NKMMSCBBJ,B00NG7JVSQ
2000,"2016/06/30 00:43:30",2015/01/11,N/A,false,-1,0,5,1,"Customer since 1997 when you bought out PTE - Now Leaving","","",R2U6DJJNYVHZXC,B00NG7JVSQ
2001,"2016/06/30 00:43:30",2015/04/13,N/A,false,-1,0,5,1,"Turbotax Is Not What It Once Was","","",R32GQGX96T6PCS,B00NG7JVSQ
2002,"2016/06/30 00:43:30",2015/02/01,N/A,false,-1,0,5,1,"Try H&R Block Deluxe","","",R13DWQT5BYXMT3,B00NG7JVSQ
2003,"2016/06/30 00:43:30",2015/02/28,N/A,false,-1,0,5,1,"Intuit will need to be vastly better to ever get my business back not just equivalent","","",R1FOULRWEX4NPA,B00NG7JVSQ
2004,"2016/06/30 00:43:30",2015/01/11,N/A,false,-1,0,5,1,"Not worth the time/hassle","","",R1CD2NF1MX8NRV,B00NG7JVSQ
2005,"2016/06/30 00:43:30",2015/02/23,N/A,false,-1,0,5,1,"Greed, greed, greed !!!!","","",R15KANVLK10Z59,B00NG7JVSQ
2006,"2016/06/30 00:43:30",2015/01/10,N/A,false,-1,0,5,2,"Time for something new","","",R3FSVV26S1IVTW,B00NG7JVSQ
2007,"2016/06/30 00:43:30",2015/01/31,N/A,false,-1,0,5,1,"10-year customer; gone.","","",RJ5RZK2S8YYZ3,B00NG7JVSQ
2008,"2016/06/30 00:43:30",2015/01/24,N/A,false,-1,0,5,1,"I have been using Turbo Tax for more than 10 ...","","",R928Y48G0LTN4,B00NG7JVSQ
2009,"2016/06/30 00:43:30",2015/03/10,N/A,true,-1,0,5,2,"Really disappointed. Brokerage transactions and Schedule C input are gone","","",R283LC3OGQO5PO,B00NG7JVSQ
2010,"2016/06/30 00:43:30",2015/01/12,N/A,false,-1,0,5,3,"INTUIT clearly make a huge mistake - but they made it right for me this year - for 2015, they're halfway back","","",R3Y8SG5J9YRNI,B00NG7JVSQ
2011,"2016/06/30 00:43:30",2015/02/18,N/A,false,-1,0,5,1,"Taken for granted.","","",R1T4ZIOZCYONOZ,B00NG7JVSQ
2012,"2016/06/30 00:43:30",2015/01/04,N/A,false,-1,0,5,1,"As the many that have already made comments I too ...","","",RS6W0VIS8PWRU,B00NG7JVSQ
2013,"2016/06/30 00:43:30",2015/03/14,N/A,false,-1,0,5,1,"Rip off","","",R2QUOGBH5I4GMU,B00NG7JVSQ
2014,"2016/06/30 00:43:30",2015/01/09,N/A,false,-1,0,5,1,"Open Letter to Intuit (INTU)","","",R1R3FAB5T1WIG2,B00NG7JVSQ
2015,"2016/06/30 00:43:30",2015/03/04,N/A,false,-1,0,5,1,"H&R Block is a much better price too","","",RAZLHRJCEUQQJ,B00NG7JVSQ
2016,"2016/06/30 00:43:30",2015/02/18,N/A,false,-1,0,5,1,"Poor customer service","","",R2CGR40R2V1ZK7,B00NG7JVSQ
2017,"2016/06/30 00:43:30",2015/02/02,N/A,true,-1,0,5,2,"Caveat Emptor - mishandling of reimbursed job expenses","","",RWXQ0A3KUY60F,B00NG7JVSQ
2018,"2016/06/30 00:43:30",2015/04/20,N/A,true,-1,0,5,1,"Wrong calculations , poor customer service.","","",RM0145OVVXZGU,B00NG7JVSQ
2019,"2016/06/30 00:43:30",2015/01/10,N/A,true,-1,0,5,1,"I've used the product for years (out of inertia) and it was no better or worse than competitor's products for my purposes","","",R2EYY3JIJBMGKS,B00NG7JVSQ
2020,"2016/06/30 00:43:30",2015/02/12,N/A,true,-1,0,5,1,"Sorry, Intuit. It's time to switch.","","",R38EKJT7UA1V4F,B00NG7JVSQ
2021,"2016/06/30 00:43:30",2015/01/12,N/A,false,-1,0,5,1,"Goodbye TT, I am divorcing you.","","",RDBH3XH3RM2HT,B00NG7JVSQ
2022,"2016/06/30 00:43:30",2015/01/11,N/A,false,-1,0,5,1,"I've used TurboTax Deluxe for years. I have a ...","","",R3I3EB1GKYF0BB,B00NG7JVSQ
2023,"2016/06/30 00:43:30",2015/03/08,N/A,true,-1,0,5,1,"Wasted a lot of time","","",R2KHYZMFXD2ZZ2,B00NG7JVSQ
2024,"2016/06/30 00:43:30",2015/01/29,N/A,true,-1,0,5,1,"Go somewhere else...","","",R25C16IBFIJS1A,B00NG7JVSQ
2025,"2016/06/30 00:43:30",2015/03/01,N/A,true,-1,0,5,1,"Buy H & R Block instead","","",R2TBEJOUQSFANE,B00NG7JVSQ
2026,"2016/06/30 00:43:30",2015/02/24,N/A,true,-1,0,5,1,"The forms I needed and useful previous years were not available and I had to ...","","",R10MG5TVMQXZDJ,B00NG7JVSQ
2027,"2016/06/30 00:43:30",2015/04/12,N/A,false,-1,0,5,1,"Moved to HRB in 2015 and won't be going back to TT","","",R1QV3N67WEQX6R,B00NG7JVSQ
